0		0.4172628996827494
0.1		0.4314764563448634
0.2		0.4548043952970117
0.3		0.4806296743299587
0.4		0.5052229407233736
0.5		0.5275272698604128
0.6000000000000001		0.5437006095012676
0.7000000000000001		0.5538038473727284
0.8		0.5574037367457233
0.9		0.5575299606142432
1		0.5556599078263678
1.1		0.5535764906342309
1.2		0.5517774519130405
1.3		0.5514154156684185
1.4		0.5516414123167149
1.5		0.55236467775876
1.6		0.553148709663428
1.7		0.5529069037305786
1.8		0.5524026557900406
1.9		0.5507671452459788
