0		0.4135316118629213		0
0.001		0.4135337081458943		4.689776116732556e-08
0.002		0.4135371988350982		1.562371012615487e-07
0.003		0.4135420870013808		2.677412987224535e-07
0.004		0.4135483777824922		3.441823838142014e-07
0.005		0.413556056000282		5.14871662961536e-07
0.006		0.4135651379249384		6.411893167391924e-07
0.007		0.4135756118137523		8.100240382894174e-07
0.008		0.4135874753389196		1.025608268603514e-06
0.009000000000000001		0.4136007460743478		1.183461463583145e-06
0.01		0.4136154132341239		1.347847653148906e-06
0.011		0.4136314523698643		1.639061897406548e-06
0.012		0.4136489005433761		1.86342578434276e-06
0.013		0.4136677521210218		2.055082647888592e-06
0.014		0.4136879986441886		2.252068851833325e-06
0.015		0.4137096396658907		2.454243396685085e-06
0.016		0.4137326285788894		2.8490499737604e-06
0.017		0.4137570543471122		3.06902239604274e-06
0.018		0.4137828608588446		3.430587878382882e-06
0.019		0.4138100440584527		3.761937535480969e-06
0.02		0.4138386305965547		4.053621032135446e-06
0.021		0.4138686219311443		4.302159913401572e-06
0.022		0.4139000194875548		4.502377259457112e-06
0.023		0.4139327754333385		4.811236066277428e-06
0.024		0.4139669361843122		5.071651264431619e-06
0.025		0.4140024496751251		5.448186108683186e-06
0.026		0.414039403419674		5.661943927672462e-06
0.027		0.4140776877261458		6.05224535958781e-06
0.028		0.4141173949092616		6.332118060470639e-06
0.029		0.4141584665299321		6.676010770125917e-06
0.03		0.4142009421356254		6.964394339124086e-06
0.031		0.4142447569881298		7.380843240682049e-06
0.032		0.4142899965715072		7.678827527203566e-06
0.033		0.4143366173506475		7.980189000211675e-06
0.034		0.4143846182947996		8.284903651164334e-06
0.035		0.4144339736196614		8.659544561932087e-06
0.036		0.4144846547524427		9.172201279313439e-06
0.037		0.4145367608469135		9.558476408247588e-06
0.038		0.4145901877231983		1.008309426700133e-05
0.039		0.4146450674658843		1.041358235046745e-05
0.04		0.4147012642211304		1.088304543447964e-05
0.041		0.4147588887228865		1.136259642860407e-05
0.042		0.4148178538240206		1.17757056126862e-05
0.043		0.4148781870769912		1.219349849282085e-05
0.044		0.4149398260162987		1.289667739881467e-05
0.045		0.4150028269884653		1.346265164989273e-05
0.046		0.4150672215684206		1.396621785664e-05
0.047		0.4151330433433023		1.433818811197594e-05
0.048		0.4152001940273763		1.478256341710548e-05
0.049		0.4152686700913781		1.530100669361864e-05
0.05		0.4153385736704587		1.583404264683553e-05
0.051		0.4154097632047106		1.63631334744658e-05
0.052		0.4154823428140038		1.682686893867921e-05
0.053		0.4155563499704077		1.715213642669068e-05
0.054		0.4156315607976617		1.776697334833444e-05
0.055		0.415708195876078		1.824329591700952e-05
0.056		0.4157861794300779		1.872377897551009e-05
0.057		0.415865549480697		1.913534489113462e-05
0.058		0.415946265877288		1.954979574284762e-05
0.059		0.4160283679259107		1.989213290661849e-05
0.06		0.4161117305360101		2.038748206261856e-05
0.061		0.4161963902693999		2.096283848379284e-05
0.062		0.416282429455143		2.146689227368716e-05
0.063		0.4163697613651799		2.222063382106329e-05
0.064		0.4164584695276014		2.273482940480012e-05
0.065		0.4165485998090443		2.309995966224093e-05
0.066		0.4166399711095502		2.362171634916993e-05
0.067		0.4167326238564564		2.422509353500004e-05
0.068		0.4168266482238221		2.475550874717561e-05
0.06900000000000001		0.4169220918979034		2.513355051963088e-05
0.07000000000000001		0.4170187630146867		2.567171636075189e-05
0.07100000000000001		0.4171168518432301		2.605503491215582e-05
0.07200000000000001		0.417216161937959		2.678671128826266e-05
0.073		0.4173167864270448		2.733857876038947e-05
0.074		0.4174187755984875		2.799690640817782e-05
0.075		0.4175220243829409		2.855828577162963e-05
0.076		0.4176265815838011		2.912400495000126e-05
0.077		0.4177323926177712		2.996262611110598e-05
0.078		0.4178395053613999		3.061861353701673e-05
0.079		0.4179479182133825		3.12791375271545e-05
0.08		0.4180572988097992		3.241646707818016e-05
0.081		0.4181684120810975		3.292946779423462e-05
0.082		0.4182803704527153		3.406799392383868e-05
0.083		0.4183940669827652		3.459225538637166e-05
0.08400000000000001		0.4185088812220795		3.535180327173437e-05
0.08500000000000001		0.4186250377626878		3.603896043227662e-05
0.08600000000000001		0.4187425359791466		3.665399705879987e-05
